"DATA.TYPE","YEAR","ICPR.STATE.CODE","STATE.NAME","variable","value"
"S",860,21,"ILLINOIS","X860SLAVE.FEMALES.70.79",NA
"S",860,22,"INDIANA","X860SLAVE.FEMALES.70.79",NA
"S",860,23,"MICHIGAN","X860SLAVE.FEMALES.70.79",NA
"S",860,24,"OHIO","X860SLAVE.FEMALES.70.79",NA
"S",860,25,"WISCONSIN","X860SLAVE.FEMALES.70.79",NA
"S",860,31,"IOWA","X860SLAVE.FEMALES.70.79",NA
"S",860,32,"KANSAS","X860SLAVE.FEMALES.70.79",0
"S",860,33,"MINNESOTA","X860SLAVE.FEMALES.70.79",NA
"S",860,34,"MISSOURI","X860SLAVE.FEMALES.70.79",327
"S",860,35,"NEBRASKA","X860SLAVE.FEMALES.70.79",0
"S",860,40,"VIRGINIA","X860SLAVE.FEMALES.70.79",3081
"S",860,41,"ALABAMA","X860SLAVE.FEMALES.70.79",1345
"S",860,42,"ARKANSAS","X860SLAVE.FEMALES.70.79",194
"S",860,43,"FLORIDA","X860SLAVE.FEMALES.70.79",227
"S",860,44,"GEORGIA","X860SLAVE.FEMALES.70.79",1758
"S",860,45,"LOUISIANA","X860SLAVE.FEMALES.70.79",1139
"S",860,46,"MISSISSIPPI","X860SLAVE.FEMALES.70.79",1134
"S",860,47,"NORTH CAROLINA","X860SLAVE.FEMALES.70.79",1668
"S",860,48,"SOUTH CAROLINA","X860SLAVE.FEMALES.70.79",2108
"S",860,49,"TEXAS","X860SLAVE.FEMALES.70.79",366
"S",860,51,"KENTUCKY","X860SLAVE.FEMALES.70.79",953
"S",860,52,"MARYLAND","X860SLAVE.FEMALES.70.79",457
"S",860,54,"TENNESSEE","X860SLAVE.FEMALES.70.79",922
"S",860,65,"NEVADA","X860SLAVE.FEMALES.70.79",NA
"S",860,71,"CALIFORNIA","X860SLAVE.FEMALES.70.79",NA
"S",860,72,"OREGON","X860SLAVE.FEMALES.70.79",NA
"S",860,1,"CONNECTICUT","X860SLAVE.FEMALES.80.89",NA
"S",860,2,"MAINE","X860SLAVE.FEMALES.80.89",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.FEMALES.80.89",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.FEMALES.80.89",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.FEMALES.80.89",NA
"S",860,6,"VERMONT","X860SLAVE.FEMALES.80.89",NA
"S",860,11,"DELAWARE","X860SLAVE.FEMALES.80.89",2
"S",860,12,"NEW JERSEY","X860SLAVE.FEMALES.80.89",1
"S",860,13,"NEW YORK","X860SLAVE.FEMALES.80.89",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.FEMALES.80.89",NA
"S",860,21,"ILLINOIS","X860SLAVE.FEMALES.80.89",NA
"S",860,22,"INDIANA","X860SLAVE.FEMALES.80.89",NA
"S",860,23,"MICHIGAN","X860SLAVE.FEMALES.80.89",NA
"S",860,24,"OHIO","X860SLAVE.FEMALES.80.89",NA
"S",860,25,"WISCONSIN","X860SLAVE.FEMALES.80.89",NA
"S",860,31,"IOWA","X860SLAVE.FEMALES.80.89",NA
"S",860,32,"KANSAS","X860SLAVE.FEMALES.80.89",0
"S",860,33,"MINNESOTA","X860SLAVE.FEMALES.80.89",NA
"S",860,34,"MISSOURI","X860SLAVE.FEMALES.80.89",104
"S",860,35,"NEBRASKA","X860SLAVE.FEMALES.80.89",0
"S",860,40,"VIRGINIA","X860SLAVE.FEMALES.80.89",1068
"S",860,41,"ALABAMA","X860SLAVE.FEMALES.80.89",476
"S",860,42,"ARKANSAS","X860SLAVE.FEMALES.80.89",71
"S",860,43,"FLORIDA","X860SLAVE.FEMALES.80.89",70
"S",860,44,"GEORGIA","X860SLAVE.FEMALES.80.89",664
"S",860,45,"LOUISIANA","X860SLAVE.FEMALES.80.89",339
"S",860,46,"MISSISSIPPI","X860SLAVE.FEMALES.80.89",357
"S",860,47,"NORTH CAROLINA","X860SLAVE.FEMALES.80.89",620
"S",860,48,"SOUTH CAROLINA","X860SLAVE.FEMALES.80.89",645
"S",860,49,"TEXAS","X860SLAVE.FEMALES.80.89",95
"S",860,51,"KENTUCKY","X860SLAVE.FEMALES.80.89",334
"S",860,52,"MARYLAND","X860SLAVE.FEMALES.80.89",159
"S",860,54,"TENNESSEE","X860SLAVE.FEMALES.80.89",318
"S",860,65,"NEVADA","X860SLAVE.FEMALES.80.89",NA
"S",860,71,"CALIFORNIA","X860SLAVE.FEMALES.80.89",NA
"S",860,72,"OREGON","X860SLAVE.FEMALES.80.89",NA
"S",860,1,"CONNECTICUT","X860SLAVE.FEMALES.90.99",NA
"S",860,2,"MAINE","X860SLAVE.FEMALES.90.99",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.FEMALES.90.99",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.FEMALES.90.99",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.FEMALES.90.99",NA
"S",860,6,"VERMONT","X860SLAVE.FEMALES.90.99",NA
"S",860,11,"DELAWARE","X860SLAVE.FEMALES.90.99",0
"S",860,12,"NEW JERSEY","X860SLAVE.FEMALES.90.99",0
"S",860,13,"NEW YORK","X860SLAVE.FEMALES.90.99",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.FEMALES.90.99",NA
"S",860,21,"ILLINOIS","X860SLAVE.FEMALES.90.99",NA
"S",860,22,"INDIANA","X860SLAVE.FEMALES.90.99",NA
"S",860,23,"MICHIGAN","X860SLAVE.FEMALES.90.99",NA
"S",860,24,"OHIO","X860SLAVE.FEMALES.90.99",NA
"S",860,25,"WISCONSIN","X860SLAVE.FEMALES.90.99",NA
"S",860,31,"IOWA","X860SLAVE.FEMALES.90.99",NA
"S",860,32,"KANSAS","X860SLAVE.FEMALES.90.99",0
"S",860,33,"MINNESOTA","X860SLAVE.FEMALES.90.99",NA
"S",860,34,"MISSOURI","X860SLAVE.FEMALES.90.99",45
"S",860,35,"NEBRASKA","X860SLAVE.FEMALES.90.99",0
"S",860,40,"VIRGINIA","X860SLAVE.FEMALES.90.99",319
"S",860,41,"ALABAMA","X860SLAVE.FEMALES.90.99",131
"S",860,42,"ARKANSAS","X860SLAVE.FEMALES.90.99",31
"S",860,43,"FLORIDA","X860SLAVE.FEMALES.90.99",30
"S",860,44,"GEORGIA","X860SLAVE.FEMALES.90.99",166
"S",860,45,"LOUISIANA","X860SLAVE.FEMALES.90.99",106
"S",860,46,"MISSISSIPPI","X860SLAVE.FEMALES.90.99",93
"S",860,47,"NORTH CAROLINA","X860SLAVE.FEMALES.90.99",225
"S",860,48,"SOUTH CAROLINA","X860SLAVE.FEMALES.90.99",255
"S",860,49,"TEXAS","X860SLAVE.FEMALES.90.99",46
"S",860,51,"KENTUCKY","X860SLAVE.FEMALES.90.99",107
"S",860,52,"MARYLAND","X860SLAVE.FEMALES.90.99",66
"S",860,54,"TENNESSEE","X860SLAVE.FEMALES.90.99",94
"S",860,65,"NEVADA","X860SLAVE.FEMALES.90.99",NA
"S",860,71,"CALIFORNIA","X860SLAVE.FEMALES.90.99",NA
"S",860,72,"OREGON","X860SLAVE.FEMALES.90.99",NA
"S",860,1,"CONNECTICUT","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,2,"MAINE","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,6,"VERMONT","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,11,"DELAWARE","X860SLAVE.FEMALES.99.AND.OVER",0
"S",860,12,"NEW JERSEY","X860SLAVE.FEMALES.99.AND.OVER",1
"S",860,13,"NEW YORK","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,21,"ILLINOIS","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,22,"INDIANA","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,23,"MICHIGAN","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,24,"OHIO","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,25,"WISCONSIN","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,31,"IOWA","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,32,"KANSAS","X860SLAVE.FEMALES.99.AND.OVER",0
"S",860,33,"MINNESOTA","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,34,"MISSOURI","X860SLAVE.FEMALES.99.AND.OVER",28
"S",860,35,"NEBRASKA","X860SLAVE.FEMALES.99.AND.OVER",0
"S",860,40,"VIRGINIA","X860SLAVE.FEMALES.99.AND.OVER",138
"S",860,41,"ALABAMA","X860SLAVE.FEMALES.99.AND.OVER",74
"S",860,42,"ARKANSAS","X860SLAVE.FEMALES.99.AND.OVER",20
"S",860,43,"FLORIDA","X860SLAVE.FEMALES.99.AND.OVER",14
"S",860,44,"GEORGIA","X860SLAVE.FEMALES.99.AND.OVER",117
"S",860,45,"LOUISIANA","X860SLAVE.FEMALES.99.AND.OVER",66
"S",860,46,"MISSISSIPPI","X860SLAVE.FEMALES.99.AND.OVER",82
"S",860,47,"NORTH CAROLINA","X860SLAVE.FEMALES.99.AND.OVER",122
"S",860,48,"SOUTH CAROLINA","X860SLAVE.FEMALES.99.AND.OVER",73
"S",860,49,"TEXAS","X860SLAVE.FEMALES.99.AND.OVER",30
"S",860,51,"KENTUCKY","X860SLAVE.FEMALES.99.AND.OVER",45
"S",860,52,"MARYLAND","X860SLAVE.FEMALES.99.AND.OVER",30
"S",860,54,"TENNESSEE","X860SLAVE.FEMALES.99.AND.OVER",59
"S",860,65,"NEVADA","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,71,"CALIFORNIA","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,72,"OREGON","X860SLAVE.FEMALES.99.AND.OVER",NA
"S",860,1,"CONNECTICUT","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,2,"MAINE","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,6,"VERMONT","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,11,"DELAWARE","X860SLAVE.FEMALES.AGE.UNKW",0
"S",860,12,"NEW JERSEY","X860SLAVE.FEMALES.AGE.UNKW",0
"S",860,13,"NEW YORK","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,21,"ILLINOIS","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,22,"INDIANA","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,23,"MICHIGAN","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,24,"OHIO","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,25,"WISCONSIN","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,31,"IOWA","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,32,"KANSAS","X860SLAVE.FEMALES.AGE.UNKW",0
"S",860,33,"MINNESOTA","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,34,"MISSOURI","X860SLAVE.FEMALES.AGE.UNKW",2
"S",860,35,"NEBRASKA","X860SLAVE.FEMALES.AGE.UNKW",0
"S",860,40,"VIRGINIA","X860SLAVE.FEMALES.AGE.UNKW",16
"S",860,41,"ALABAMA","X860SLAVE.FEMALES.AGE.UNKW",6
"S",860,42,"ARKANSAS","X860SLAVE.FEMALES.AGE.UNKW",8
"S",860,43,"FLORIDA","X860SLAVE.FEMALES.AGE.UNKW",41
"S",860,44,"GEORGIA","X860SLAVE.FEMALES.AGE.UNKW",60
"S",860,45,"LOUISIANA","X860SLAVE.FEMALES.AGE.UNKW",8
"S",860,46,"MISSISSIPPI","X860SLAVE.FEMALES.AGE.UNKW",84
"S",860,47,"NORTH CAROLINA","X860SLAVE.FEMALES.AGE.UNKW",55
"S",860,48,"SOUTH CAROLINA","X860SLAVE.FEMALES.AGE.UNKW",41
"S",860,49,"TEXAS","X860SLAVE.FEMALES.AGE.UNKW",22
"S",860,51,"KENTUCKY","X860SLAVE.FEMALES.AGE.UNKW",29
"S",860,52,"MARYLAND","X860SLAVE.FEMALES.AGE.UNKW",0
"S",860,54,"TENNESSEE","X860SLAVE.FEMALES.AGE.UNKW",7
"S",860,65,"NEVADA","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,71,"CALIFORNIA","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,72,"OREGON","X860SLAVE.FEMALES.AGE.UNKW",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,2,"MAINE","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.00.01.UNDER.1.",12
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.00.01.UNDER.1.",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,24,"OHIO","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,31,"IOWA","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.00.01.UNDER.1.",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.00.01.UNDER.1.",1752
"S",860,35,"NEBRASKA","X860SLAVE.MALES.00.01.UNDER.1.",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.00.01.UNDER.1.",6771
"S",860,41,"ALABAMA","X860SLAVE.MALES.00.01.UNDER.1.",6114
"S",860,42,"ARKANSAS","X860SLAVE.MALES.00.01.UNDER.1.",1638
"S",860,43,"FLORIDA","X860SLAVE.MALES.00.01.UNDER.1.",818
"S",860,44,"GEORGIA","X860SLAVE.MALES.00.01.UNDER.1.",6881
"S",860,45,"LOUISIANA","X860SLAVE.MALES.00.01.UNDER.1.",3865
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.00.01.UNDER.1.",5560
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.00.01.UNDER.1.",4561
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.00.01.UNDER.1.",5390
"S",860,49,"TEXAS","X860SLAVE.MALES.00.01.UNDER.1.",2778
"S",860,51,"KENTUCKY","X860SLAVE.MALES.00.01.UNDER.1.",3608
"S",860,52,"MARYLAND","X860SLAVE.MALES.00.01.UNDER.1.",1168
"S",860,54,"TENNESSEE","X860SLAVE.MALES.00.01.UNDER.1.",4305
"S",860,65,"NEVADA","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,72,"OREGON","X860SLAVE.MALES.00.01.UNDER.1.",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.01.04",NA
"S",860,2,"MAINE","X860SLAVE.MALES.01.04",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.01.04",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.01.04",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.01.04",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.01.04",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.01.04",126
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.01.04",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.01.04",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.01.04",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.01.04",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.01.04",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.01.04",NA
"S",860,24,"OHIO","X860SLAVE.MALES.01.04",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.01.04",NA
"S",860,31,"IOWA","X860SLAVE.MALES.01.04",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.01.04",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.01.04",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.01.04",8523
"S",860,35,"NEBRASKA","X860SLAVE.MALES.01.04",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.01.04",32029
"S",860,41,"ALABAMA","X860SLAVE.MALES.01.04",29792
"S",860,42,"ARKANSAS","X860SLAVE.MALES.01.04",7506
"S",860,43,"FLORIDA","X860SLAVE.MALES.01.04",4304
"S",860,44,"GEORGIA","X860SLAVE.MALES.01.04",32803
"S",860,45,"LOUISIANA","X860SLAVE.MALES.01.04",18419
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.01.04",28422
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.01.04",23641
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.01.04",26907
"S",860,49,"TEXAS","X860SLAVE.MALES.01.04",13090
"S",860,51,"KENTUCKY","X860SLAVE.MALES.01.04",15884
"S",860,52,"MARYLAND","X860SLAVE.MALES.01.04",5846
"S",860,54,"TENNESSEE","X860SLAVE.MALES.01.04",19448
"S",860,65,"NEVADA","X860SLAVE.MALES.01.04",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.01.04",NA
"S",860,72,"OREGON","X860SLAVE.MALES.01.04",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.05.09",NA
"S",860,2,"MAINE","X860SLAVE.MALES.05.09",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.05.09",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.05.09",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.05.09",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.05.09",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.05.09",135
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.05.09",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.05.09",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.05.09",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.05.09",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.05.09",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.05.09",NA
"S",860,24,"OHIO","X860SLAVE.MALES.05.09",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.05.09",NA
"S",860,31,"IOWA","X860SLAVE.MALES.05.09",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.05.09",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.05.09",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.05.09",9547
"S",860,35,"NEBRASKA","X860SLAVE.MALES.05.09",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.05.09",35873
"S",860,41,"ALABAMA","X860SLAVE.MALES.05.09",31281
"S",860,42,"ARKANSAS","X860SLAVE.MALES.05.09",8273
"S",860,43,"FLORIDA","X860SLAVE.MALES.05.09",4519
"S",860,44,"GEORGIA","X860SLAVE.MALES.05.09",34436
"S",860,45,"LOUISIANA","X860SLAVE.MALES.05.09",20518
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.05.09",29069
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.05.09",26168
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.05.09",28482
"S",860,49,"TEXAS","X860SLAVE.MALES.05.09",13690
"S",860,51,"KENTUCKY","X860SLAVE.MALES.05.09",17338
"S",860,52,"MARYLAND","X860SLAVE.MALES.05.09",6363
"S",860,54,"TENNESSEE","X860SLAVE.MALES.05.09",21443
"S",860,65,"NEVADA","X860SLAVE.MALES.05.09",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.05.09",NA
"S",860,72,"OREGON","X860SLAVE.MALES.05.09",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.10.14",NA
"S",860,2,"MAINE","X860SLAVE.MALES.10.14",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.10.14",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.10.14",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.10.14",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.10.14",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.10.14",158
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.10.14",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.10.14",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.10.14",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.10.14",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.10.14",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.10.14",NA
"S",860,24,"OHIO","X860SLAVE.MALES.10.14",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.10.14",NA
"S",860,31,"IOWA","X860SLAVE.MALES.10.14",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.10.14",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.10.14",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.10.14",8613
"S",860,35,"NEBRASKA","X860SLAVE.MALES.10.14",4
"S",860,40,"VIRGINIA","X860SLAVE.MALES.10.14",36056
"S",860,41,"ALABAMA","X860SLAVE.MALES.10.14",30453
"S",860,42,"ARKANSAS","X860SLAVE.MALES.10.14",7459
"S",860,43,"FLORIDA","X860SLAVE.MALES.10.14",4272
"S",860,44,"GEORGIA","X860SLAVE.MALES.10.14",32779
"S",860,45,"LOUISIANA","X860SLAVE.MALES.10.14",18034
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.10.14",28540
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.10.14",25501
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.10.14",28286
"S",860,49,"TEXAS","X860SLAVE.MALES.10.14",12683
"S",860,51,"KENTUCKY","X860SLAVE.MALES.10.14",16834
"S",860,52,"MARYLAND","X860SLAVE.MALES.10.14",6437
"S",860,54,"TENNESSEE","X860SLAVE.MALES.10.14",20606
"S",860,65,"NEVADA","X860SLAVE.MALES.10.14",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.10.14",NA
"S",860,72,"OREGON","X860SLAVE.MALES.10.14",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.15.19",NA
"S",860,2,"MAINE","X860SLAVE.MALES.15.19",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.15.19",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.15.19",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.15.19",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.15.19",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.15.19",158
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.15.19",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.15.19",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.15.19",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.15.19",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.15.19",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.15.19",NA
"S",860,24,"OHIO","X860SLAVE.MALES.15.19",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.15.19",NA
"S",860,31,"IOWA","X860SLAVE.MALES.15.19",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.15.19",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.15.19",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.15.19",7053
"S",860,35,"NEBRASKA","X860SLAVE.MALES.15.19",1
"S",860,40,"VIRGINIA","X860SLAVE.MALES.15.19",27340
"S",860,41,"ALABAMA","X860SLAVE.MALES.15.19",24247
"S",860,42,"ARKANSAS","X860SLAVE.MALES.15.19",6490
"S",860,43,"FLORIDA","X860SLAVE.MALES.15.19",3444
"S",860,44,"GEORGIA","X860SLAVE.MALES.15.19",25939
"S",860,45,"LOUISIANA","X860SLAVE.MALES.15.19",16158
"S",860,46,"MISSISSIPPI","X860SLAVE.MALES.15.19",23886
"S",860,47,"NORTH CAROLINA","X860SLAVE.MALES.15.19",18435
"S",860,48,"SOUTH CAROLINA","X860SLAVE.MALES.15.19",21752
"S",860,49,"TEXAS","X860SLAVE.MALES.15.19",10796
"S",860,51,"KENTUCKY","X860SLAVE.MALES.15.19",13504
"S",860,52,"MARYLAND","X860SLAVE.MALES.15.19",5684
"S",860,54,"TENNESSEE","X860SLAVE.MALES.15.19",15328
"S",860,65,"NEVADA","X860SLAVE.MALES.15.19",NA
"S",860,71,"CALIFORNIA","X860SLAVE.MALES.15.19",NA
"S",860,72,"OREGON","X860SLAVE.MALES.15.19",NA
"S",860,1,"CONNECTICUT","X860SLAVE.MALES.20.29",NA
"S",860,2,"MAINE","X860SLAVE.MALES.20.29",NA
"S",860,3,"MASSACHUSETTS","X860SLAVE.MALES.20.29",NA
"S",860,4,"NEW HAMPSHIRE","X860SLAVE.MALES.20.29",NA
"S",860,5,"RHODE ISLAND","X860SLAVE.MALES.20.29",NA
"S",860,6,"VERMONT","X860SLAVE.MALES.20.29",NA
"S",860,11,"DELAWARE","X860SLAVE.MALES.20.29",163
"S",860,12,"NEW JERSEY","X860SLAVE.MALES.20.29",0
"S",860,13,"NEW YORK","X860SLAVE.MALES.20.29",NA
"S",860,14,"PENNSYLVANIA","X860SLAVE.MALES.20.29",NA
"S",860,21,"ILLINOIS","X860SLAVE.MALES.20.29",NA
"S",860,22,"INDIANA","X860SLAVE.MALES.20.29",NA
"S",860,23,"MICHIGAN","X860SLAVE.MALES.20.29",NA
"S",860,24,"OHIO","X860SLAVE.MALES.20.29",NA
"S",860,25,"WISCONSIN","X860SLAVE.MALES.20.29",NA
"S",860,31,"IOWA","X860SLAVE.MALES.20.29",NA
"S",860,32,"KANSAS","X860SLAVE.MALES.20.29",0
"S",860,33,"MINNESOTA","X860SLAVE.MALES.20.29",NA
"S",860,34,"MISSOURI","X860SLAVE.MALES.20.29",10187
"S",860,35,"NEBRASKA","X860SLAVE.MALES.20.29",0
"S",860,40,"VIRGINIA","X860SLAVE.MALES.20.29",41625
"S",860,41,"ALABAMA","X860SLAVE.MALES.20.29",40363
"S",860,42,"ARKANSAS","X860SLAVE.MALES.20.29",12107
"S",860,43,"FLORIDA","X860SLAVE.MALES.20.29",5688
"S",860,44,"GEORGIA","X860SLAVE.MALES.20.29",40703
